ingredient,Biotin,"Calcium, Ca","Carbohydrate, by difference",Cholesterol,"Choline, total","Copper, Cu","Fatty acids, total saturated","Fiber, total dietary","Folate, total","Iron, Fe","Magnesium, Mg","Manganese, Mn","Molybdenum, Mo",Niacin,Pantothenic acid,"Phosphorus, P","Potassium, K",Protein,Riboflavin,"Selenium, Se","Sodium, Na",Thiamin,Total lipid (fat),"Vitamin A, IU",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin D (D2 + D3),Vitamin E (alpha-tocopherol),Vitamin K (phylloquinone),"Zinc, Zn"
couscous,0.0,0.025384615384615384,0.2829090909090909,0.0,0.0,0.0,0.0,0.15714285714285717,0.0,0.12333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.04021276595744681,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crab,0.0,0.06769230769230769,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.05277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.0,0.0,0.16260869565217392,0.0,0.015769230769230768,0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cranberry,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006521739130434782,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0
cream cheese,0.0,0.054615384615384614,0.025963636363636362,0.3566666666666667,0.0,0.0,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14279999999999998,0.0,0.0,0.14739130434782607,0.0,0.4115384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cucumber,0.0,0.010769230769230769,0.02618181818181818,0.0,0.007818181818181818,0.034444444444444444,0.00135,0.017857142857142856,0.015,0.013333333333333332,0.023809523809523808,0.0,0.0,0.0045,0.0,0.016,0.02617021276595745,0.0104,0.01846153846153846,0.005454545454545454,0.10260869565217391,0.0175,0.0011538461538461537,0.0,0.0,0.02176470588235294,0.027777777777777776,0.0,0.0013333333333333333,0.08333333333333333,0.013636363636363636
cumin,0.0,0.7161538461538461,0.16072727272727275,0.0,0.044909090909090905,0.9633333333333333,0.077,0.375,0.025,3.688888888888889,0.8714285714285714,1.4478260869565218,0.0,0.28625,0.0,0.3992,0.38085106382978723,0.35600000000000004,0.25153846153846154,0.09454545454545454,0.07304347826086957,0.5233333333333333,0.2858974358974359,1.4111111111111112,0.0,0.25588235294117645,0.08555555555555555,0.0,0.222,0.045000000000000005,0.43636363636363634
currant,0.0,0.06769230769230769,0.28,0.0,0.01927272727272727,0.3311111111111111,0.00425,0.15714285714285717,0.025,0.10444444444444444,0.08571428571428572,0.0,0.0,0.10125,0.0,0.0792,0.16531914893617022,0.06860000000000001,0.10923076923076921,0.012727272727272726,0.018695652173913044,0.13333333333333333,0.0028205128205128207,0.0,0.0,0.17411764705882352,0.052222222222222225,0.0,0.007333333333333333,0.0275,0.03363636363636364
curry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custard,0.0,0.09153846153846154,0.04,0.24333333333333335,0.0969090909090909,0.015555555555555555,0.078,0.0,0.0175,0.017222222222222222,0.030952380952380953,0.0,0.0,0.0066875,0.0,0.0992,0.03404255319148936,0.10220000000000001,0.15153846153846154,0.1290909090909091,0.03739130434782609,0.035833333333333335,0.043974358974358974,0.0,0.1625,0.04,0.0,0.065,0.014,0.0016666666666666668,0.05454545454545454
date,0.0,0.03,0.2727272727272727,0.0,0.011454545454545453,0.22888888888888886,0.0016,0.2857142857142857,0.0475,0.05666666666666667,0.10238095238095238,0.0,0.0,0.079375,0.0,0.0496,0.13957446808510637,0.049,0.05076923076923077,0.05454545454545454,0.0008695652173913044,0.043333333333333335,0.005,0.0,0.0,0.09705882352941177,0.0044444444444444444,0.0,0.0033333333333333335,0.022500000000000003,0.026363636363636363
dill,0.0,0.04153846153846154,0.007236363636363636,0.0,0.0,0.028888888888888888,0.0,0.03571428571428571,0.02,0.012777777777777779,0.016904761904761905,0.024347826086956525,0.0,0.0068125,0.04,0.0128,0.023829787234042554,0.0096,0.04384615384615385,0.0,0.35130434782608694,0.03916666666666667,0.0055128205128205125,0.0,0.0,0.02,0.023333333333333334,0.0,0.008,0.14,0.01
dried fruit,0.0,0.03,0.2858181818181818,0.0,0.021454545454545455,0.24333333333333332,0.0052,0.17142857142857143,0.025,0.07222222222222223,0.05714285714285714,0.0,0.0,0.063125,0.0,0.0512,0.11297872340425531,0.045599999999999995,0.06692307692307692,0.016363636363636365,0.01391304347826087,0.05416666666666667,0.007948717948717949,0.0,0.0,0.08588235294117647,0.06111111111111111,0.0,0.10133333333333333,0.0475,0.025454545454545455
duck,0.0,0.008461538461538461,0.22072727272727274,0.0,0.0030909090909090908,0.041111111111111105,0.0025499999999999997,0.02142857142857143,0.005,0.021666666666666667,0.011904761904761904,0.0,0.0,0.0149375,0.0,0.0072,0.01851063829787234,0.0072,0.010769230769230769,0.023636363636363636,0.3095652173913043,0.01916666666666667,0.0016666666666666668,0.0,0.0,0.018823529411764708,0.01,0.0,0.013333333333333334,0.0025,0.01909090909090909
egg,0.0,0.026923076923076925,0.006436363636363637,0.013333333333333334,0.0,0.0,0.0,0.03214285714285715,0.0,0.08833333333333333,0.0,0.0,0.0,0.0,0.266,0.0,0.031914893617021274,0.1946,0.923076923076923,0.0,0.08478260869565217,0.0,0.0,0.9833333333333333,0.22083333333333335,0.08352941176470588,0.0,0.0,0.0,0.0,0.09636363636363637
egg nog,0.0,0.09615384615384616,0.06072727272727273,0.19333333333333333,0.0,0.0,0.2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.023478260869565216,0.0,0.09615384615384616,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eggplant,0.0,0.07461538461538461,0.03501818181818182,0.0,0.02,0.43,0.093,0.14285714285714285,0.0925,0.11555555555555556,0.07142857142857142,0.0,0.0,0.096875,0.0,0.1336,0.05638297872340425,0.085,0.09461538461538462,0.13272727272727272,0.09521739130434782,0.22916666666666669,0.1692307692307692,0.0,0.0,0.06235294117647059,0.08222222222222222,0.0,0.04133333333333333,0.20666666666666667,0.09727272727272727
fennel,0.0,0.043076923076923075,0.030254545454545454,0.006666666666666667,0.02781818181818182,0.08333333333333333,0.047549999999999995,0.125,0.065,0.04666666666666666,0.04523809523809524,0.0,0.0,0.0433125,0.0,0.0456,0.10042553191489362,0.028399999999999998,0.026923076923076925,0.014545454545454545,0.08826086956521739,0.008333333333333333,0.04115384615384615,0.0,0.0,0.039411764705882354,0.1288888888888889,0.0,0.06733333333333333,0.6191666666666666,0.02090909090909091
feta,0.0,0.0,0.03890909090909091,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2952173913043478,0.0,0.3666666666666667,0.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0
fig,0.0,0.011538461538461539,0.23636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022340425531914895,0.0,0.0,0.0,0.002173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fish,0.0,0.025384615384615384,0.037454545454545456,0.19666666666666666,0.12454545454545454,0.03888888888888889,0.2015,0.03928571428571429,0.035,0.03888888888888889,0.07142857142857142,0.0,0.0,0.128125,0.0,0.1464,0.09191489361702128,0.278,0.10153846153846154,0.42363636363636364,0.12260869565217392,0.09083333333333334,0.16794871794871793,0.0,0.27083333333333337,0.11823529411764706,0.005555555555555556,0.04,0.08066666666666666,0.0525,0.05181818181818181
garlic,0.0,0.5130769230769231,0.12109090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0
gin,0.0,0.0,0.0,0.0,0.0,0.023333333333333334,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0008125,0.0,0.0032,0.000425531914893617,0.0,0.003076923076923077,0.0,0.0004347826086956522,0.005,0.0,0.0,0.0,0.0005882352941176471,0.0,0.0,0.0,0.0,0.0036363636363636364
ginger,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.0,0.16025641025641027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goat cheese,0.0,0.5492307692307692,0.0,0.32,0.0,0.0,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2952173913043478,0.0,0.4115384615384616,1.988888888888889,0.0,0.0,0.04777777777777777,0.0,0.0,0.0,0.0
goose,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364,0.0,0.0,1.2794871794871794,0.0,0.0,0.0,0.0,0.0,0.18000000000000002,0.0,0.0
gouda,0.0,0.5492307692307692,0.0,0.3566666666666667,0.0,0.0,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.40391304347826085,0.0,0.4115384615384616,1.1888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grains,0.0,0.018461538461538463,0.276,0.0,0.05527272727272727,0.40777777777777774,0.009850000000000001,0.5392857142857143,0.095,0.1461111111111111,0.2619047619047619,1.1217391304347828,0.0,0.266875,0.292,0.2656,0.10851063829787234,0.20600000000000002,0.19307692307692306,0.25272727272727274,0.0008695652173913044,0.26333333333333336,0.020897435897435895,0.012222222222222223,0.0,0.17294117647058824,0.0,0.0,0.056666666666666664,0.04916666666666667,0.2409090909090909
granola,0.0,0.054615384615384614,0.16872727272727273,0.0,0.0,0.0,0.1785,0.25357142857142856,0.0,0.21444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.0,0.0,0.03869565217391304,0.0,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grape,0.0,0.0,0.047999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013043478260869566,0.0,0.0,0.0,0.0,0.0,0.22555555555555556,0.0,0.0,0.0,0.0
grapefruit,0.0,0.0,0.03927272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
green bean,0.0,0.013076923076923076,0.015018181818181818,0.0,0.0,0.0,0.0,0.060714285714285714,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.27555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
green onion,0.0,0.055384615384615386,0.02669090909090909,0.0,0.010363636363636365,0.09222222222222222,0.0016,0.09285714285714286,0.16,0.08222222222222222,0.047619047619047616,0.0,0.0,0.0328125,0.0,0.0296,0.05872340425531915,0.0366,0.061538461538461535,0.010909090909090908,0.006956521739130435,0.04583333333333334,0.002435897435897436,0.0,0.0,0.03588235294117647,0.2088888888888889,0.0,0.03666666666666667,1.725,0.035454545454545454
ground beef,0.0,0.0,0.0,0.22333333333333333,0.0,0.0,0.20099999999999998,0.0,0.0,0.1338888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.0,0.0,0.029130434782608697,0.0,0.1258974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground lamb,0.0,0.0,0.0,0.25333333333333335,0.0,0.0,0.4465,0.0,0.0,0.08944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.030869565217391304,0.0,0.26282051282051283,0.09888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guam,0.0,0.06769230769230769,0.010690909090909091,1.1266666666666667,0.0,0.0,0.3675,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.025106382978723404,0.23600000000000002,0.0,0.0,0.20478260869565218,0.0,0.22564102564102567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guava,0.0,0.015384615384615385,0.04072727272727272,0.0,0.0,0.0,0.002,0.18571428571428572,0.0,0.030555555555555558,0.0,0.0,0.0,0.0,0.0,0.0,0.05914893617021277,0.012,0.0,0.0,0.004347826086956522,0.0,0.002564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham,0.0,0.0,0.025963636363636362,0.15,0.0,0.0,0.0,0.0,0.0,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.3882608695652174,0.0,0.03435897435897436,0.0,0.0,0.0,0.1788888888888889,0.0,0.0,0.0,0.0
hazelnut,0.0,0.1123076923076923,0.20400000000000001,0.04,0.0,0.0,0.8550000000000001,0.08571428571428572,0.0,0.24388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1464,0.0,0.0,0.03173913043478261,0.0,0.4064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herb,0.0,0.0015384615384615385,0.0007272727272727273,0.0,0.0,0.016666666666666666,0.0001,0.0,0.0025,0.0044444444444444444,0.002380952380952381,0.019130434782608695,0.0,0.0,0.0021999999999999997,0.0,0.0019148936170212765,0.0,0.003076923076923077,0.0,0.0004347826086956522,0.008333333333333333,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364
honey,0.0,0.004615384615384616,0.29963636363636365,0.0,0.004,0.039999999999999994,0.0,0.0071428571428571435,0.005,0.02333333333333333,0.004761904761904762,0.034782608695652174,0.0,0.0075625,0.013600000000000001,0.0032,0.011063829787234043,0.006,0.02923076923076923,0.014545454545454545,0.0017391304347826088,0.0,0.0,0.0,0.0,0.01411764705882353,0.005555555555555556,0.0,0.0,0.0,0.02
honeydew,0.0,0.004615384615384616,0.033054545454545455,0.0,0.013818181818181818,0.026666666666666665,0.0019,0.028571428571428574,0.0475,0.009444444444444445,0.023809523809523808,0.0,0.0,0.026125,0.0,0.0088,0.04851063829787234,0.0108,0.00923076923076923,0.012727272727272726,0.00782608695652174,0.03166666666666667,0.001794871794871795,0.0,0.0,0.05176470588235294,0.2,0.0,0.0013333333333333333,0.024166666666666666,0.00818181818181818
horseradish,0.0,0.043076923076923075,0.041090909090909095,0.0,0.011818181818181818,0.06444444444444444,0.0045,0.11785714285714285,0.1425,0.02333333333333333,0.06428571428571428,0.0,0.0,0.024125,0.0,0.0248,0.0523404255319149,0.0236,0.01846153846153846,0.050909090909090904,0.1826086956521739,0.006666666666666667,0.008846153846153846,0.0,0.0,0.04294117647058823,0.27666666666666667,0.0,0.0006666666666666666,0.010833333333333334,0.07545454545454545
hot pepper,0.0,0.4123076923076923,0.025963636363636362,0.3566666666666667,0.0,0.0,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.0,0.4956521739130435,0.0,0.32051282051282054,1.1888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hummus,0.0,0.052307692307692305,0.052000000000000005,0.0,0.0,0.3966666666666666,0.0,0.1285714285714286,0.0,0.07944444444444444,0.0,0.0,0.6444444444444445,0.0,0.0,0.1032,0.03723404255319149,0.07139999999999999,0.0,0.0,0.09304347826086956,0.0,0.16025641025641027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice cream,0.0,0.09461538461538462,0.10618181818181818,0.12666666666666668,0.0,0.0,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.0,0.0,0.03,0.0,0.15769230769230771,0.3422222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalapeno,0.0,0.1376923076923077,0.19490909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09304347826086956,0.0,0.0,1.988888888888889,0.0,0.0,0.19,0.0,0.0,0.0,0.0
jam,0.0,0.0,0.21818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jerusalem artichoke,0.0,0.010769230769230769,0.06327272727272727,0.0,0.05454545454545454,0.15555555555555556,0.0,0.05714285714285715,0.0325,0.18888888888888888,0.04047619047619048,0.026086956521739132,0.0,0.08125,0.0794,0.0624,0.09127659574468085,0.04,0.04615384615384615,0.012727272727272726,0.0017391304347826088,0.16666666666666669,0.0001282051282051282,0.022222222222222223,0.0,0.045294117647058825,0.044444444444444446,0.0,0.012666666666666666,0.0008333333333333334,0.010909090909090908
kale,0.0,0.10230769230769231,0.03538181818181818,0.0,0.0,0.29444444444444445,0.0,0.0642857142857143,0.07,0.08833333333333333,0.08333333333333333,0.4347826086956522,0.0,0.06625,0.0,0.0424,0.09510638297872341,0.0708,0.0923076923076923,0.0,0.019130434782608695,0.0,0.011282051282051283,17.22222222222222,0.0,0.15588235294117647,1.3555555555555556,0.0,0.0,6.9,0.0
kiwi,0.0,0.05153846153846154,0.31527272727272726,0.0,0.0,0.0,0.0,0.11785714285714285,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06086956521739131,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0
kumquat,0.0,0.047692307692307694,0.05781818181818182,0.0,0.015272727272727273,0.10555555555555556,0.00515,0.23214285714285715,0.0425,0.04777777777777778,0.047619047619047616,0.0,0.0,0.0268125,0.0,0.0152,0.03957446808510638,0.037599999999999995,0.06923076923076922,0.0,0.004347826086956522,0.030833333333333334,0.011025641025641025,0.0,0.0,0.021176470588235293,0.48777777777777775,0.0,0.01,0.0,0.015454545454545455
lamb,0.0,0.003076923076923077,0.0,0.21,0.0,0.09999999999999999,0.2425,0.0,0.0,0.05777777777777778,0.04285714285714286,0.0030434782608695656,0.0,0.313125,0.0312,0.1248,0.05978723404255319,0.406,0.13538461538461538,0.08545454545454546,0.024782608695652172,0.049166666666666664,0.158974358974359,0.028888888888888888,0.675,0.07764705882352942,0.0,0.0,0.016,0.0,0.25
lamb chop,0.0,0.015384615384615385,0.0,0.33,0.1690909090909091,0.14333333333333334,0.4875,0.0,0.045,0.1,0.05714285714285714,0.0,0.0,0.44,0.0,0.1552,0.06893617021276596,0.5,0.19076923076923077,0.4945454545454545,0.17347826086956522,0.0825,0.29358974358974355,0.0,1.0208333333333335,0.07588235294117647,0.0,0.005,0.008666666666666666,0.04,0.31363636363636366
lamb shank,0.0,0.005384615384615384,0.00032727272727272726,0.22,0.0,0.08777777777777777,0.231,0.0,0.0,0.07111111111111111,0.04523809523809524,0.0034782608695652175,0.0,0.255625,0.0866,0.1256,0.060851063829787236,0.402,0.07384615384615384,0.11636363636363636,0.03304347826086956,0.08333333333333334,0.14615384615384616,0.028888888888888888,0.8374999999999999,0.05529411764705883,0.0,0.0,0.018000000000000002,0.0,0.3527272727272727
lasagna,0.0,0.13538461538461538,0.062181818181818185,0.10666666666666667,0.0,0.0,0.20600000000000002,0.05357142857142857,0.0,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648,0.0,0.0,0.13304347826086957,0.0,0.1017948717948718,0.7355555555555555,0.0,0.0,0.07888888888888888,0.0,0.0,0.0,0.0
leafy green,0.0,0.023846153846153847,0.023854545454545455,0.0033333333333333335,0.018545454545454546,0.09111111111111111,0.017150000000000002,0.04285714285714286,0.0575,0.031111111111111114,0.01904761904761905,0.0,0.0,0.0314375,0.0,0.0216,0.03,0.031400000000000004,0.03769230769230769,0.025454545454545452,0.13391304347826086,0.03416666666666667,0.025384615384615384,0.0,0.0,0.03,0.07555555555555556,0.0,0.01933333333333333,0.18833333333333335,0.03818181818181818
leek,0.0,0.047692307692307694,0.05345454545454545,0.006666666666666667,0.018363636363636363,0.1388888888888889,0.04085,0.06785714285714285,0.1425,0.12166666666666666,0.06904761904761905,0.0,0.0,0.02475,0.0,0.0296,0.04,0.031400000000000004,0.023076923076923075,0.02,0.06608695652173913,0.04666666666666667,0.038974358974358976,0.0,0.0,0.1388235294117647,0.11777777777777777,0.0,0.08466666666666667,0.42833333333333334,0.011818181818181818
legume,0.0,0.054615384615384614,0.22072727272727274,0.0,0.0,0.0,0.018,1.0857142857142856,0.0,0.4466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06217391304347826,0.0,0.011410256410256411,0.0,0.0,0.0,0.04777777777777777,0.0,0.0,0.0,0.0
lemon,0.0,0.0,0.024254545454545456,0.0,0.0,0.0,0.1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.38461538461538464,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0
lemongrass,0.0,0.01769230769230769,0.029818181818181817,0.0,0.0,0.0,0.017499999999999998,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.06304347826086956,0.0,0.01358974358974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lentil,0.0,0.019230769230769232,0.04472727272727273,0.0,0.03472727272727273,0.16999999999999998,0.065,0.12142857142857143,0.155,0.08,0.05476190476190476,0.0,0.0,0.049375,0.0,0.0624,0.062127659574468086,0.07339999999999999,0.04461538461538462,0.02727272727272727,0.16652173913043478,0.05833333333333334,0.07192307692307692,0.0,0.004166666666666667,0.07647058823529412,0.08222222222222222,0.0,0.07266666666666667,0.07833333333333334,0.053636363636363635
lettuce,0.0,0.02076923076923077,0.010618181818181818,0.0,0.018545454545454546,0.03,0.00095,0.04285714285714286,0.085,0.035555555555555556,0.023809523809523808,0.0,0.0,0.0155625,0.0,0.0192,0.03574468085106383,0.0226,0.040769230769230766,0.007272727272727273,0.00826086956521739,0.04666666666666667,0.001794871794871795,0.0,0.0,0.03882352941176471,0.06666666666666667,0.0,0.013333333333333334,0.6266666666666667,0.014545454545454545
lima bean,0.0,0.012307692307692308,0.07054545454545454,0.0,0.05490909090909091,0.24222222222222223,0.0486,0.23214285714285715,0.1825,0.12388888888888888,0.09523809523809523,0.0,0.0,0.02325,0.0,0.0824,0.10042553191489362,0.145,0.03769230769230769,0.07636363636363637,0.09478260869565218,0.11833333333333333,0.08794871794871795,0.0,0.0,0.08352941176470588,0.0,0.0,0.062000000000000006,0.07916666666666666,0.08
lime,0.0,0.03538461538461538,0.1447272727272727,0.7533333333333333,0.27090909090909093,0.21666666666666667,0.1325,0.04642857142857143,0.0625,0.07833333333333332,0.05476190476190476,0.0,0.0,0.0123125,0.0,0.1248,0.0325531914893617,0.1764,0.2223076923076923,0.3527272727272727,0.03782608695652174,0.07583333333333334,0.18717948717948718,0.0,0.17916666666666667,0.07588235294117647,0.05555555555555555,0.06,0.056,0.005833333333333333,0.12272727272727274
lingonberry,0.0,0.0,0.16363636363636364,0.0,0.0,0.0,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobster,0.0,0.08538461538461538,0.015054545454545454,0.57,0.14363636363636365,0.8044444444444444,0.55,0.0035714285714285718,0.0375,0.021666666666666667,0.06190476190476191,0.0,0.0,0.063125,0.0,0.1328,0.04297872340425532,0.23199999999999998,0.12846153846153846,0.7236363636363636,0.20695652173913043,0.035,0.2576923076923077,0.0,0.33333333333333337,0.05411764705882353,0.003333333333333333,0.05,0.05533333333333333,0.014166666666666666,0.1990909090909091
lychee,0.0,0.0038461538461538464,0.06,0.0,0.012909090909090908,0.16444444444444442,0.00495,0.04642857142857143,0.035,0.017222222222222222,0.023809523809523808,0.0,0.0,0.0376875,0.0,0.0248,0.036382978723404256,0.0166,0.05,0.010909090909090908,0.0004347826086956522,0.009166666666666667,0.0056410256410256415,0.0,0.0,0.05882352941176471,0.7944444444444444,0.0,0.004666666666666667,0.0033333333333333335,0.006363636363636364
macadamia nut,0.0,0.06538461538461539,0.05018181818181818,0.0,0.0,0.84,0.605,0.3071428571428571,0.0275,0.205,0.30952380952380953,1.7956521739130435,0.0,0.154375,0.1516,0.1504,0.07829787234042553,0.1582,0.12461538461538461,0.06545454545454546,0.002173913043478261,1.0,0.9717948717948718,0.0,0.0,0.16176470588235295,0.013333333333333332,0.0,0.036000000000000004,0.0,0.11818181818181818
mango,0.0,0.010769230769230769,0.062181818181818185,0.0,0.0,0.0,0.0,0.075,0.0,0.10722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014199999999999999,0.0,0.0,0.0,0.0,0.0,0.7933333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
maple syrup,0.0,0.07692307692307693,0.3210909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11190476190476191,1.3043478260869565,0.0,0.0,0.0,0.0,0.062127659574468086,0.0,0.0,0.0,0.15956521739130436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
